list_date,location,property_type,bedrooms,bathrooms,sqft,price,listing_status
2025-04-22 16:23:45.683603702,"Dubai Marina, Dubai",Villa,4,1.5,2500.0,4590000.0,Active
2025-04-22 20:43:13.251171270,"Business Bay, Dubai",Townhouse,2,4.0,1500.0,2415000.0,Pending
2025-04-23 01:02:40.818738837,"Dubai Marina, Dubai",Apartment,2,1.5,1137.0,1250000.0,Active
2025-04-23 05:22:08.386306405,"Khalifa City, Abu Dhabi",Villa,1,2.0,2500.0,2715000.0,Active
2025-04-23 09:41:35.953873973,"Downtown Dubai, Dubai",Townhouse,4,3.0,2611.0,3320000.0,Active
2025-04-23 14:01:03.521441540,"Dubai Silicon Oasis, Dubai",Villa,3,3.0,2500.0,2845000.0,Active
2025-04-23 18:20:31.089009108,"Jumeirah Beach Residence, Dubai",Apartment,1,2.0,600.0,1010000.0,Active
2025-04-23 22:39:58.656576675,"Business Bay, Dubai",Apartment,3,2.0,1396.0,1500000.0,Pending
2025-04-24 02:59:26.224144243,"Arabian Ranches, Dubai",Townhouse,2,2.0,1500.0,1985000.0,Active
2025-04-24 07:18:53.791711810,"Downtown Dubai, Dubai",Apartment,1,2.0,824.0,5085360.446316373,Active
2025-04-24 11:38:21.359279378,"Al Khan, Sharjah",Townhouse,2,2.0,1500.0,1620000.0,Active
2025-04-24 15:57:48.926846946,"Al Reem Island, Abu Dhabi",Villa,2,2.0,2500.0,4085000.0,Active
2025-04-24 20:17:16.494414513,"Al Majaz, Sharjah",Penthouse,1,2.0,2000.0,3100000.0,Active
2025-04-25 00:36:44.061982081,"Yas Island, Abu Dhabi",Townhouse,4,2.0,1910.0,2625000.0,Sold
2025-04-25 04:56:11.629549648,"Arabian Ranches, Dubai",Studio,3,2.5,600.0,640000.0,Pending
2025-04-25 09:15:39.197117216,"Khalifa City, Abu Dhabi",Apartment,3,4.0,2000.0,1285000.0,Active
2025-04-25 13:35:06.764684783,"Dubai Marina, Dubai",Townhouse,2,2.5,1500.0,2250000.0,Active
2025-04-25 17:54:34.332252351,"Downtown Dubai, Dubai",Apartment,2,,1456.0,1500000.0,Active
2025-04-25 22:14:01.899819919,"Dubai Marina, Dubai",Apartment,3,1.0,1103.0,1350000.0,Active
2025-04-26 02:33:29.467387486,"Jumeirah Beach Residence, Dubai",Villa,2,4.0,2500.0,3870000.0,Active
2025-04-26 06:52:57.034955054,"Palm Jumeirah, Dubai",Townhouse,1,2.0,1500.0,2570000.0,Active
2025-04-26 11:12:24.602522621,"Jumeirah Beach Residence, Dubai",Studio,2,1.0,600.0,700000.0,Active
2025-04-26 15:31:52.170090189,"Al Raha Beach, Abu Dhabi",Townhouse,3,2.5,1500.0,1990000.0,Active
2025-04-26 19:51:19.737657756,"Jumeirah Beach Residence, Dubai",Apartment,2,2.5,1251.0,1325000.0,Active
2025-04-27 00:10:47.305225324,"Jumeirah Beach Residence, Dubai",Apartment,1,2.5,905.0,950000.0,Sold
2025-04-27 04:30:14.872792892,"Arabian Ranches, Dubai",Villa,3,2.0,2500.0,3315000.0,Active
2025-04-27 08:49:42.440360459,"Dubai Marina, Dubai",Apartment,1,1.0,742.0,970000.0,Active
2025-04-27 13:09:10.007928027,"Al Raha Beach, Abu Dhabi",Apartment,2,4.0,902.0,1010000.0,Active
2025-04-27 17:28:37.575495594,"Dubai Marina, Dubai",Apartment,1,2.0,600.0,890000.0,Active
2025-04-27 21:48:05.143063162,"Muwaileh, Sharjah",Apartment,2,2.5,1349.0,695000.0,Pending
2025-04-28 02:07:32.710630729,"Al Reem Island, Abu Dhabi",Apartment,3,3.0,1833.0,1395000.0,Active
2025-04-28 06:27:00.278198297,"Downtown Dubai, Dubai",Apartment,2,2.5,1092.0,1295000.0,Active
2025-04-28 10:46:27.845765864,"Dubai Marina, Dubai",Apartment,1,2.0,637.0,1035000.0,Active
2025-04-28 15:05:55.413333432,"Al Raha Beach, Abu Dhabi",Apartment,4,2.0,1487.0,1560000.0,Pending
2025-04-28 19:25:22.980901000,"International City, Dubai",Studio,4,2.5,600.0,495000.0,Active
2025-04-28 23:44:50.548468567,"Al Reem Island, Abu Dhabi",Apartment,4,3.0,2000.0,1740000.0,Active
2025-04-29 04:04:18.116036135,"Al Reem Island, Abu Dhabi",Apartment,1,3.5,600.0,935000.0,Active
2025-04-29 08:23:45.683603702,"Dubai Marina, Dubai",Villa,2,1.5,2500.0,3650000.0,Active
2025-04-29 12:43:13.251171270,"Jumeirah Beach Residence, Dubai",Apartment,5,1.5,2000.0,2140000.0,Active
2025-04-29 17:02:40.818738838,"Dubai Marina, Dubai",Penthouse,3,3.5,2000.0,5820000.0,Active
2025-04-29 21:22:08.386306405,"Yas Island, Abu Dhabi",Townhouse,0,3.0,1500.0,1790000.0,Active
2025-04-30 01:41:35.953873973,"Dubai Silicon Oasis, Dubai",Apartment,1,3.0,840.0,655000.0,Pending
2025-04-30 06:01:03.521441540,"Jumeirah Beach Residence, Dubai",Apartment,2,2.0,1102.0,1370000.0,Active
2025-04-30 10:20:31.089009108,"Dubai Marina, Dubai",Townhouse,4,2.5,3000.0,3250000.0,Active
2025-04-30 14:39:58.656576675,"Jumeirah Beach Residence, Dubai",Penthouse,2,3.0,2000.0,4685000.0,Active
2025-04-30 18:59:26.224144243,"Jumeirah Beach Residence, Dubai",Apartment,2,2.5,1311.0,1260000.0,Sold
2025-04-30 23:18:53.791711811,"Al Reem Island, Abu Dhabi",Villa,1,2.0,2500.0,3560000.0,Active
2025-05-01 03:38:21.359279378,"Dubai Silicon Oasis, Dubai",Apartment,3,1.0,1831.0,1185000.0,Pending
2025-05-01 07:57:48.926846946,"Yas Island, Abu Dhabi",Studio,3,2.5,600.0,765000.0,Active
2025-05-01 12:17:16.494414513,"Business Bay, Dubai",Apartment,2,2.0,953.0,1225000.0,Active
2025-05-01 16:36:44.061982081,"Dubai Marina, Dubai",Penthouse,3,2.0,2000.0,5115000.0,Active
2025-05-01 20:56:11.629549648,"International City, Dubai",Villa,5,4.0,2500.0,2450000.0,Active
2025-05-02 01:15:39.197117216,"Al Reem Island, Abu Dhabi",Villa,1,2.0,2500.0,3620000.0,Sold
2025-05-02 05:35:06.764684783,"Arabian Ranches, Dubai",Villa,2,3.0,2500.0,3360000.0,Sold
2025-05-02 09:54:34.332252351,"Al Reem Island, Abu Dhabi",Apartment,2,1.5,1227.0,1115000.0,Active
2025-05-02 14:14:01.899819919,"Business Bay, Dubai",Apartment,3,2.5,,1695000.0,Active
2025-05-02 18:33:29.467387486,"Business Bay, Dubai",Apartment,2,4.0,1173.0,1265000.0,Sold
2025-05-02 22:52:57.034955054,"Palm Jumeirah, Dubai",Apartment,3,1.5,1644.0,1830000.0,Active
2025-05-03 03:12:24.602522621,"Dubai Marina, Dubai",Townhouse,3,1.0,1500.0,2635000.0,Active
2025-05-03 07:31:52.170090189,"Dubai Marina, Dubai",Apartment,2,2.0,957.0,1140000.0,Active
2025-05-03 11:51:19.737657756,"Dubai Marina, Dubai",Apartment,4,1.0,2000.0,5669616.870919334,Active
2025-05-03 16:10:47.305225324,"Dubai Silicon Oasis, Dubai",Studio,2,,600.0,460000.0,Active
2025-05-03 20:30:14.872792892,"Jumeirah Beach Residence, Dubai",Townhouse,1,,1500.0,2275000.0,Active
2025-05-04 00:49:42.440360459,"Business Bay, Dubai",Penthouse,3,2.0,2000.0,5415000.0,Active
2025-05-04 05:09:10.007928027,"Khalifa City, Abu Dhabi",Studio,3,2.0,600.0,560000.0,Active
2025-05-04 09:28:37.575495594,"Downtown Dubai, Dubai",Apartment,2,2.0,1334.0,1395000.0,Active
2025-05-04 13:48:05.143063162,"Palm Jumeirah, Dubai",Apartment,4,3.0,2000.0,2260000.0,Active
2025-05-04 18:07:32.710630729,"Al Reem Island, Abu Dhabi",Townhouse,4,1.0,3000.0,2780000.0,Pending
2025-05-04 22:27:00.278198297,"Downtown Dubai, Dubai",Villa,2,2.5,2500.0,4260000.0,Active
2025-05-05 02:46:27.845765865,"Dubai Marina, Dubai",Apartment,5,2.5,2000.0,1955000.0,Active
2025-05-05 07:05:55.413333432,"Jumeirah Beach Residence, Dubai",Townhouse,1,2.5,1500.0,2240000.0,Sold
2025-05-05 11:25:22.980901000,"Downtown Dubai, Dubai",Apartment,1,2.0,796.0,1135000.0,Sold
2025-05-05 15:44:50.548468567,"Khalifa City, Abu Dhabi",Apartment,1,3.0,667.0,660000.0,Active
2025-05-05 20:04:18.116036135,"Al Raha Beach, Abu Dhabi",Villa,4,1.0,2500.0,3910000.0,Active
2025-05-06 00:23:45.683603702,"Dubai Silicon Oasis, Dubai",Villa,3,1.5,2500.0,2955000.0,Pending
2025-05-06 04:43:13.251171270,"Yas Island, Abu Dhabi",Villa,1,3.0,2500.0,3480000.0,Pending
2025-05-06 09:02:40.818738838,"Al Raha Beach, Abu Dhabi",Apartment,2,3.0,916.0,1075000.0,Sold
2025-05-06 13:22:08.386306405,"Downtown Dubai, Dubai",Townhouse,3,1.0,2006.0,2800000.0,Pending
2025-05-06 17:41:35.953873973,"Yas Island, Abu Dhabi",Apartment,1,2.0,875.0,895000.0,Active
2025-05-06 22:01:03.521441540,"Business Bay, Dubai",Apartment,4,2.0,2000.0,1720000.0,Active
2025-05-07 02:20:31.089009108,"Al Raha Beach, Abu Dhabi",Townhouse,3,2.0,1623.0,2110000.0,Active
2025-05-07 06:39:58.656576675,"Yas Island, Abu Dhabi",Studio,2,2.0,600.0,530000.0,Active
2025-05-07 10:59:26.224144243,"Jumeirah Beach Residence, Dubai",Townhouse,5,1.0,2896.0,3445000.0,Active
2025-05-07 15:18:53.791711811,"Dubai Marina, Dubai",Townhouse,2,2.0,1500.0,2430000.0,Active
2025-05-07 19:38:21.359279378,"Downtown Dubai, Dubai",Villa,5,3.0,2500.0,4810000.0,Active
2025-05-07 23:57:48.926846946,"Palm Jumeirah, Dubai",Villa,3,2.5,2500.0,5305000.0,Pending
2025-05-08 04:17:16.494414513,"Al Raha Beach, Abu Dhabi",Apartment,3,2.5,1131.0,1220000.0,Active
2025-05-08 08:36:44.061982081,"Yas Island, Abu Dhabi",Apartment,1,1.0,925.0,1030000.0,Active
2025-05-08 12:56:11.629549648,"Dubai Marina, Dubai",Apartment,4,4.0,2000.0,1725000.0,Active
2025-05-08 17:15:39.197117216,"Business Bay, Dubai",Apartment,2,3.0,1057.0,1160000.0,Active
2025-05-08 21:35:06.764684784,"Palm Jumeirah, Dubai",Villa,1,3.0,2500.0,4825000.0,Pending
2025-05-09 01:54:34.332252351,"Downtown Dubai, Dubai",Apartment,0,3.0,600.0,855000.0,Active
2025-05-09 06:14:01.899819919,"Dubai Marina, Dubai",Apartment,2,,1383.0,1405000.0,Sold
2025-05-09 10:33:29.467387486,"Jumeirah Beach Residence, Dubai",Apartment,2,2.0,602.0,1065000.0,Active
2025-05-09 14:52:57.034955054,"Al Majaz, Sharjah",Villa,3,2.0,2500.0,2375000.0,Active
2025-05-09 19:12:24.602522621,"Jumeirah Beach Residence, Dubai",Apartment,4,2.5,2000.0,1845000.0,Active
2025-05-09 23:31:52.170090189,"Business Bay, Dubai",Townhouse,1,3.0,1500.0,2050000.0,Active
2025-05-10 03:51:19.737657756,"International City, Dubai",Apartment,3,3.0,1277.0,850000.0,Pending
2025-05-10 08:10:47.305225324,"Jumeirah Beach Residence, Dubai",Apartment,1,2.0,951.0,995000.0,Active
2025-05-10 12:30:14.872792892,"Al Khan, Sharjah",Villa,4,1.0,2500.0,2935000.0,Pending
2025-05-10 16:49:42.440360459,"Al Khan, Sharjah",Townhouse,3,2.0,1500.0,1735000.0,Active
2025-05-10 21:09:10.007928027,"Downtown Dubai, Dubai",Apartment,2,3.5,1327.0,1360000.0,Pending
2025-05-11 01:28:37.575495594,"Business Bay, Dubai",Villa,3,2.5,2500.0,3765000.0,Active
2025-05-11 05:48:05.143063162,"Jumeirah Beach Residence, Dubai",Villa,2,2.0,2500.0,4370000.0,Pending
2025-05-11 10:07:32.710630729,"Jumeirah Beach Residence, Dubai",Apartment,2,2.0,1143.0,1385000.0,Active
2025-05-11 14:27:00.278198297,"Dubai Marina, Dubai",Townhouse,3,2.0,1500.0,2550000.0,Active
2025-05-11 18:46:27.845765865,"Arabian Ranches, Dubai",Townhouse,2,3.0,1500.0,1980000.0,Active
2025-05-11 23:05:55.413333432,"Business Bay, Dubai",Villa,2,2.5,2500.0,3760000.0,Sold
2025-05-12 03:25:22.980901000,"Dubai Marina, Dubai",Townhouse,2,3.0,1500.0,2515000.0,Active
2025-05-12 07:44:50.548468567,"Jumeirah Beach Residence, Dubai",Townhouse,3,2.0,1708.0,2530000.0,Active
2025-05-12 12:04:18.116036135,"Khalifa City, Abu Dhabi",Villa,2,2.5,2500.0,2935000.0,Pending
2025-05-12 16:23:45.683603703,"Downtown Dubai, Dubai",Townhouse,1,2.0,1500.0,2225000.0,Active
2025-05-12 20:43:13.251171270,"Dubai Marina, Dubai",Villa,3,3.0,,3825000.0,Active
2025-05-13 01:02:40.818738838,"Business Bay, Dubai",Villa,3,2.0,2500.0,3795000.0,Active
2025-05-13 05:22:08.386306405,"Muwaileh, Sharjah",Villa,1,2.0,2500.0,2035000.0,Active
2025-05-13 09:41:35.953873973,"Downtown Dubai, Dubai",Townhouse,1,2.5,,2355000.0,Sold
2025-05-13 14:01:03.521441540,"International City, Dubai",Apartment,1,3.5,645.0,510000.0,Pending
2025-05-13 18:20:31.089009108,"Al Reem Island, Abu Dhabi",Townhouse,2,1.0,1500.0,2160000.0,Active
2025-05-13 22:39:58.656576676,"Downtown Dubai, Dubai",Townhouse,2,3.0,1500.0,2450000.0,Sold
2025-05-14 02:59:26.224144243,"Al Reem Island, Abu Dhabi",Apartment,3,2.0,1305.0,1310000.0,Active
2025-05-14 07:18:53.791711811,"Jumeirah Beach Residence, Dubai",Townhouse,3,2.0,1936.0,2980000.0,Active
2025-05-14 11:38:21.359279378,"Dubai Silicon Oasis, Dubai",Apartment,3,1.0,,1160000.0,Active
2025-05-14 15:57:48.926846946,"Dubai Silicon Oasis, Dubai",Apartment,2,2.0,1139.0,870000.0,Active
2025-05-14 20:17:16.494414513,"Business Bay, Dubai",Villa,3,2.0,2500.0,3940000.0,Active
2025-05-15 00:36:44.061982081,"Dubai Marina, Dubai",Apartment,2,1.0,790.0,1265000.0,Sold
2025-05-15 04:56:11.629549649,"Al Raha Beach, Abu Dhabi",Townhouse,5,2.0,3000.0,2710000.0,Pending
2025-05-15 09:15:39.197117216,"Jumeirah Beach Residence, Dubai",Townhouse,3,3.5,1931.0,2820000.0,Active
2025-05-15 13:35:06.764684784,"Downtown Dubai, Dubai",Villa,1,1.5,2500.0,4375000.0,Active
2025-05-15 17:54:34.332252351,"Dubai Marina, Dubai",Apartment,3,3.0,1599.0,1605000.0,Pending
2025-05-15 22:14:01.899819919,"Arabian Ranches, Dubai",Apartment,2,2.0,982.0,945000.0,Sold
2025-05-16 02:33:29.467387486,"International City, Dubai",Villa,3,2.5,2500.0,2345000.0,Pending
2025-05-16 06:52:57.034955054,"Dubai Marina, Dubai",Studio,1,2.0,600.0,440000.0,Active
2025-05-16 11:12:24.602522622,"Business Bay, Dubai",Villa,1,1.5,2500.0,3665000.0,Pending
2025-05-16 15:31:52.170090189,"Downtown Dubai, Dubai",Apartment,4,1.5,1727.0,2000000.0,Active
2025-05-16 19:51:19.737657757,"Dubai Silicon Oasis, Dubai",Villa,1,1.0,2500.0,2540000.0,Active
2025-05-17 00:10:47.305225324,"Downtown Dubai, Dubai",Villa,3,1.5,2500.0,4840000.0,Active
2025-05-17 04:30:14.872792892,"International City, Dubai",Townhouse,2,2.5,1500.0,1185000.0,Active
2025-05-17 08:49:42.440360459,"Palm Jumeirah, Dubai",Apartment,3,3.0,1197.0,1780000.0,Active
2025-05-17 13:09:10.007928027,"Al Majaz, Sharjah",Townhouse,3,3.0,1500.0,1575000.0,Active
2025-05-17 17:28:37.575495594,"Dubai Marina, Dubai",Villa,2,2.5,2500.0,3820000.0,Active
2025-05-17 21:48:05.143063162,"Jumeirah Beach Residence, Dubai",Studio,2,1.5,600.0,590000.0,Pending
2025-05-18 02:07:32.710630730,"Dubai Marina, Dubai",Apartment,1,2.0,969.0,1150000.0,Active
2025-05-18 06:27:00.278198297,"Khalifa City, Abu Dhabi",Villa,0,2.0,2500.0,2365000.0,Active
2025-05-18 10:46:27.845765865,"Yas Island, Abu Dhabi",Penthouse,2,2.0,2000.0,4500000.0,Active
2025-05-18 15:05:55.413333432,"Downtown Dubai, Dubai",Apartment,3,2.0,1292.0,1540000.0,Sold
2025-05-18 19:25:22.980901000,"Dubai Silicon Oasis, Dubai",Penthouse,4,2.0,3115.0,4155000.0,Active
2025-05-18 23:44:50.548468567,"Al Raha Beach, Abu Dhabi",Villa,4,2.0,2500.0,3725000.0,Active
2025-05-19 04:04:18.116036135,"Arabian Ranches, Dubai",Apartment,3,2.0,2000.0,1335000.0,Active
2025-05-19 08:23:45.683603703,"Business Bay, Dubai",Apartment,3,3.0,1514.0,1365000.0,Pending
2025-05-19 12:43:13.251171270,"Downtown Dubai, Dubai",Villa,3,3.0,2500.0,4290000.0,Sold
2025-05-19 17:02:40.818738838,"Dubai Marina, Dubai",Apartment,2,2.0,1235.0,1225000.0,Active
2025-05-19 21:22:08.386306405,"Yas Island, Abu Dhabi",Villa,4,3.5,2500.0,3955000.0,Active
2025-05-20 01:41:35.953873973,"Khalifa City, Abu Dhabi",Apartment,3,4.0,1444.0,1095000.0,Sold
2025-05-20 06:01:03.521441540,"Dubai Silicon Oasis, Dubai",Villa,2,2.0,2500.0,2645000.0,Active
2025-05-20 10:20:31.089009108,"Jumeirah Beach Residence, Dubai",Apartment,1,2.0,764.0,965000.0,Active
2025-05-20 14:39:58.656576676,"Jumeirah Beach Residence, Dubai",Townhouse,2,2.0,1500.0,2370000.0,Active
2025-05-20 18:59:26.224144243,"Al Reem Island, Abu Dhabi",Studio,2,3.5,600.0,645000.0,Active
2025-05-20 23:18:53.791711811,"Yas Island, Abu Dhabi",Studio,4,3.0,600.0,955000.0,Active
2025-05-21 03:38:21.359279378,"Yas Island, Abu Dhabi",Villa,2,1.5,2500.0,3960000.0,Active
2025-05-21 07:57:48.926846946,"Al Reem Island, Abu Dhabi",Apartment,2,2.0,674.0,975000.0,Active
2025-05-21 12:17:16.494414513,"Dubai Silicon Oasis, Dubai",Townhouse,5,2.5,3000.0,2140000.0,Sold
2025-05-21 16:36:44.061982081,"Dubai Marina, Dubai",Apartment,1,2.0,600.0,900000.0,Active
2025-05-21 20:56:11.629549649,"Downtown Dubai, Dubai",Apartment,2,1.5,869.0,1210000.0,Pending
2025-05-22 01:15:39.197117216,"Yas Island, Abu Dhabi",Apartment,0,3.0,600.0,720000.0,Active
2025-05-22 05:35:06.764684784,"Arabian Ranches, Dubai",Apartment,3,2.5,1061.0,1250000.0,Active
2025-05-22 09:54:34.332252351,"Dubai Marina, Dubai",Townhouse,4,3.0,1822.0,3045000.0,Active
2025-05-22 14:14:01.899819919,"Dubai Marina, Dubai",Villa,2,3.0,2500.0,4330000.0,Sold
2025-05-22 18:33:29.467387486,"Dubai Silicon Oasis, Dubai",Apartment,4,3.0,2000.0,1250000.0,Pending
2025-05-22 22:52:57.034955054,"Dubai Marina, Dubai",Apartment,2,2.0,994.0,1265000.0,Active
2025-05-23 03:12:24.602522622,"Downtown Dubai, Dubai",Studio,4,2.5,600.0,985000.0,Pending
2025-05-23 07:31:52.170090189,"Arabian Ranches, Dubai",Apartment,3,1.5,1720.0,1245000.0,Active
2025-05-23 11:51:19.737657757,"International City, Dubai",Apartment,3,2.5,1639.0,890000.0,Sold
2025-05-23 16:10:47.305225324,"Dubai Silicon Oasis, Dubai",Apartment,0,1.5,600.0,485000.0,Pending
2025-05-23 20:30:14.872792892,"Downtown Dubai, Dubai",Townhouse,5,2.5,2663.0,3460000.0,Sold
2025-05-24 00:49:42.440360459,"International City, Dubai",Villa,3,2.0,2500.0,2185000.0,Active
2025-05-24 05:09:10.007928027,"Downtown Dubai, Dubai",Apartment,2,1.5,1461.0,1535000.0,Active
2025-05-24 09:28:37.575495595,"Jumeirah Beach Residence, Dubai",Apartment,3,1.5,1095.0,1485000.0,Active
2025-05-24 13:48:05.143063162,"Al Reem Island, Abu Dhabi",Villa,2,1.0,2500.0,3590000.0,Active
2025-05-24 18:07:32.710630730,"Dubai Silicon Oasis, Dubai",Villa,4,3.0,2500.0,3210000.0,Active
2025-05-24 22:27:00.278198297,"Al Raha Beach, Abu Dhabi",Apartment,1,3.0,600.0,760000.0,Active
2025-05-25 02:46:27.845765865,"Dubai Silicon Oasis, Dubai",Studio,3,2.0,600.0,545000.0,Active
2025-05-25 07:05:55.413333432,"Arabian Ranches, Dubai",Apartment,2,,954.0,1070000.0,Active
2025-05-25 11:25:22.980901000,"Dubai Marina, Dubai",Apartment,1,1.0,1024.0,1115000.0,Active
2025-05-25 15:44:50.548468567,"Jumeirah Beach Residence, Dubai",Penthouse,1,1.0,2000.0,5520000.0,Active
2025-05-25 20:04:18.116036135,"Downtown Dubai, Dubai",Apartment,0,1.5,600.0,795000.0,Sold
2025-05-26 00:23:45.683603703,"Downtown Dubai, Dubai",Villa,2,3.0,2500.0,4505000.0,Active
2025-05-26 04:43:13.251171270,"Al Khan, Sharjah",Apartment,2,2.0,1321.0,835000.0,Active
2025-05-26 09:02:40.818738838,"Palm Jumeirah, Dubai",Apartment,2,2.0,987.0,1520000.0,Pending
2025-05-26 13:22:08.386306405,"Yas Island, Abu Dhabi",Studio,2,1.5,600.0,550000.0,Active
2025-05-26 17:41:35.953873973,"Dubai Silicon Oasis, Dubai",Apartment,2,2.0,1115.0,915000.0,Active
2025-05-26 22:01:03.521441540,"Al Reem Island, Abu Dhabi",Townhouse,3,2.0,1858.0,2525000.0,Active
2025-05-27 02:20:31.089009108,"Business Bay, Dubai",Apartment,0,2.5,600.0,690000.0,Active
2025-05-27 06:39:58.656576676,"Arabian Ranches, Dubai",Apartment,4,2.0,1711.0,1485000.0,Sold
2025-05-27 10:59:26.224144243,"Business Bay, Dubai",Apartment,4,1.0,2000.0,1660000.0,Active
2025-05-27 15:18:53.791711811,"Downtown Dubai, Dubai",Villa,3,2.0,2500.0,4600000.0,Active
2025-05-27 19:38:21.359279378,"Al Reem Island, Abu Dhabi",Apartment,2,2.0,1084.0,1245000.0,Active
2025-05-27 23:57:48.926846946,"Jumeirah Beach Residence, Dubai",Townhouse,4,2.0,3000.0,12270357.242950596,Active
2025-05-28 04:17:16.494414513,"Dubai Marina, Dubai",Apartment,1,4.0,600.0,960000.0,Pending
2025-05-28 08:36:44.061982081,"Dubai Silicon Oasis, Dubai",Studio,1,2.5,600.0,335000.0,Active
2025-05-28 12:56:11.629549649,"Downtown Dubai, Dubai",Apartment,1,2.5,923.0,1020000.0,Active
2025-05-28 17:15:39.197117216,"Al Majaz, Sharjah",Townhouse,3,2.0,2281.0,1650000.0,Active
2025-05-28 21:35:06.764684784,"Al Majaz, Sharjah",Townhouse,0,2.0,1500.0,1300000.0,Active
2025-05-29 01:54:34.332252351,"Khalifa City, Abu Dhabi",Townhouse,2,2.0,1500.0,1615000.0,Active
